source,date,text,url,rating,platform,app_name
appstore_mls_official_app,2025-03-28,Delete. Requires you to create an account and log in to use the app at all? Delete,https://apps.apple.com/us/app/id397303467,1,ios,MLS Official App
appstore_mls_official_app,2025-03-27,Fix MLS fantasy. Fix the MLS fantasy section of the app,https://apps.apple.com/us/app/id397303467,4,ios,MLS Official App
appstore_mls_official_app,2025-03-27,"Forced login = forced delete. Ever since the major redesign of the app and website, now many years back, the app has dwindled in value to me to the point where I hadn’t even bothered to open it in a few years. On a whim, I decided to open it today and immediately hit a mandatory login screen in order to use it at all. No thanks. Deleting this app off my phone. Do better, MLS. FotMob is eating your lunch in the app space",https://apps.apple.com/us/app/id397303467,1,ios,MLS Official App
appstore_mls_official_app,2025-03-26,"Required update 17. It’s a shame that my phone needs to be updated to 17 when I’m only at 16 and I have no further updates available. I can no longer enjoy the app after having it for several years. I’m very disappointed with MLS and the Development Team. I can understand if you want to improve your app but you need to take into consideration your followers needs as well. I know I’m not the only person affected. This is unacceptable. I’m having to remove the app and revert to using ESPN for no reason. 

Thank you so much for the inconvenience",https://apps.apple.com/us/app/id397303467,2,ios,MLS Official App
appstore_mls_official_app,2025-03-25,"MARCH 25th. App hard crashes. Watch a video, crash. Watch a recap, crash. I had the app open and was just scrolling to watch something and it crashed",https://apps.apple.com/us/app/id397303467,1,ios,MLS Official App
appstore_mls_official_app,2025-03-23,"Trash app somehow got worse. As the only source of MLS news, I begrudgingly used this app for years. The flashy new look made it supremely less usable but ya managed to really ruin it now. Crashing on opening for a solid two weeks even after deleting and reinstalling.  Ya nailed it!",https://apps.apple.com/us/app/id397303467,1,ios,MLS Official App
appstore_mls_official_app,2025-03-23,"Lean how to use Brazilian names. It’s so easy, clearly the developers are white, non-soccer fans",https://apps.apple.com/us/app/id397303467,1,ios,MLS Official App
appstore_mls_official_app,2025-03-23,What happened?. App used to work great! Now it crashes when I try to open it. I have uninstalled and reinstalled multiple times and restarted my phone multiple times. No issues with any other apps on my phone. VERY FRUSTRATING and DISAPPOINTING,https://apps.apple.com/us/app/id397303467,1,ios,MLS Official App
appstore_mls_official_app,2025-03-22,Can’t login. Tells me to login. Then tells me it can’t and to try again. Been going on for a month now,https://apps.apple.com/us/app/id397303467,1,ios,MLS Official App
appstore_mls_official_app,2025-03-22,New design. The new design wont show me current matches,https://apps.apple.com/us/app/id397303467,1,ios,MLS Official App
appstore_mls_official_app,2025-03-22,"All standings will not render correctly. Absolutely unusable to see the standings. By the time you go towards the bottom of the table, teams and logos are not matching. Not using this app until it’s fixed",https://apps.apple.com/us/app/id397303467,2,ios,MLS Official App
appstore_mls_official_app,2025-03-22,Much worse than the old app. Much of the screen space is wasted on flashy no substance video. Font size is huge have to scroll forever for what I want. Can’t even see past matches for a club! Do you even test things with what real users want or it seems like you just want an app that “looks nice”,https://apps.apple.com/us/app/id397303467,1,ios,MLS Official App
appstore_mls_official_app,2025-03-22,"Need iOS 17.0 or newer. So screw me because I have an old phone. Thanks, MLS",https://apps.apple.com/us/app/id397303467,1,ios,MLS Official App
appstore_mls_official_app,2025-03-22,"Useless unless you create an account. This app actually used to be really useful for keeping up with your favorite MLS teams. Now, you have to create an account for it to work. Definitely deleting it",https://apps.apple.com/us/app/id397303467,1,ios,MLS Official App
appstore_mls_official_app,2025-03-22,"They could let me use it but chose not to. MLS shut down the version that runs on my phone. The update requires iOS 17, which my phone doesn’t have. I have to turn in a phone that’s working fine and pay a carrier $25 a month just to get MLS scores? MLS could have let the old app work, but chose not to. Probably the same team that puts the spoilers on the Apple TV interface, not caring about fans",https://apps.apple.com/us/app/id397303467,1,ios,MLS Official App
appstore_mls_official_app,2025-03-22,"Nope, you’re not getting my personal data. I have no idea whether this app update is an improvement over the previous clunky version, because one cannot move beyond the first screen without creating an account and giving up personal data. As another reviewer pointed out, scores and updates can be found elsewhere on the web. I will not be using this app, because I should not need to tell MLS who I am to get information about games and teams",https://apps.apple.com/us/app/id397303467,1,ios,MLS Official App
appstore_mls_official_app,2025-03-22,Can't open app. This app is  great but all of a sudden it stop working. I uninstall and install like five different times and every time I open black screen then it goes off,https://apps.apple.com/us/app/id397303467,2,ios,MLS Official App
appstore_mls_official_app,2025-03-21,Garbage. Why do they feel the need to do massive design updates and remove access to easily find the information you want. Deleting,https://apps.apple.com/us/app/id397303467,1,ios,MLS Official App
appstore_mls_official_app,2025-03-20,"Requires Account Now. I used this app for several years but today when I tried to open it the app insisted that I either log in or create an account. This seems unnecessary and likely related to either tracking or spam or probably both. And having this app is not important enough to me to accept those things. MLS, you would do better to make it easy for your fans to engage",https://apps.apple.com/us/app/id397303467,1,ios,MLS Official App
appstore_mls_official_app,2025-03-19,Crash immediately at lunch. Meh,https://apps.apple.com/us/app/id397303467,1,ios,MLS Official App
appstore_mls_official_app,2025-03-17,"It’s an app not a bank account. Being forced to create an account is exactly the small hurdles that turns users away. Lazy developers or unnecessary data grab, either way I’m deleting the app",https://apps.apple.com/us/app/id397303467,1,ios,MLS Official App
appstore_mls_official_app,2025-03-17,"Lag Issues. The app received an overhaul that definitely makes the app enjoyable to explore and view the content. Kudos to the team on all of this work! However there are major lag issues when interacting with the content throughout the app. Once this goes away, it will definitely make the experience better overall",https://apps.apple.com/us/app/id397303467,4,ios,MLS Official App
appstore_mls_official_app,2025-03-16,Please fix Fantasy in the app. Fantasy is now broken in the app. We can’t see the lineup view anymore and we can’t see full player stats. Last year it was perfect!,https://apps.apple.com/us/app/id397303467,3,ios,MLS Official App
appstore_mls_official_app,2025-03-12,"Never prompt for feedback. If I'm using your application, the absolute last thing I want is to be interrupted with a modal popup asking if I ""enjoy"" the application. Never do that.
Also, this thing now requires an account? Get over yourself, application; I don’t want a relationship, I just want the bloody scores.
The developer response underscores the complete lack of understanding of the issues. And they want us to line up for “AI” slop, too! Buh-bye!",https://apps.apple.com/us/app/id397303467,1,ios,MLS Official App
appstore_mls_official_app,2025-03-09,"Create an account? I think not.. Why should I have to create an account just to see a schedule of games? That’s all I want. I used to be able to get it. Now, I’m expected to be ok with giving up all of my info for the privilege? No. 
Yahoo Sports doesn’t make me create an account. Be more like Yahoo Sports",https://apps.apple.com/us/app/id397303467,1,ios,MLS Official App
appstore_mls_official_app,2025-03-08,"Ridiculous. So…I’ve been using the app to check scores and look at standings because using the site on my phone doesn’t work well. 
But now, in order to use the app, you have to sign in and create an account. WHAT FOR?!! To see free stats I can see on the site? Dumbest possible update. The point was to mimic the site, not feed more of my information just to look at scores and news",https://apps.apple.com/us/app/id397303467,1,ios,MLS Official App
appstore_mls_official_app,2025-03-08,"Downgraded. The app was decent, but now it’s awful…crashes regularly, graphically poor, confusing way finding. Lame",https://apps.apple.com/us/app/id397303467,1,ios,MLS Official App
appstore_mls_official_app,2025-03-08,Team schedules with no previous results. They took a functional app and made it worse with this redesign,https://apps.apple.com/us/app/id397303467,1,ios,MLS Official App
appstore_mls_official_app,2025-03-08,"No fantasy notifications. Enabled notifications specifically for fantasy and only get notifications for random games and nothing for fantasy even though the only option enabled is fantasy. Annoying, had to turn notifications off. Everything else is great which is a shame. Please fix!",https://apps.apple.com/us/app/id397303467,2,ios,MLS Official App
appstore_mls_official_app,2025-03-08,Doesn’t function. When I open the app it doesn’t show team icon graphics or the features below.  Needs for updates to correct these things,https://apps.apple.com/us/app/id397303467,2,ios,MLS Official App
appstore_mls_official_app,2025-03-08,"It worked last year. For sports apps I ask very little. Show me the schedule, the table, and maybe some news. Get that done and it's perfect. 
Last year the MLS app was perfect for that, this year it does none of it. I'm honestly surprised that it was so bad that I felt compelled to right this",https://apps.apple.com/us/app/id397303467,1,ios,MLS Official App
appstore_mls_official_app,2025-03-07,"Save your money for something you ban actually use. The app itself is okay, otherwise it would get zero stars.  But it didn't take long to figure out I won't be renewing this service. I subscribed because I don't have or want cable, but want to watch soccer. Well, in the two months I've had the service there's only been 1 game (quite literally) of my favorite team that hasn't been blacked out. What's the point of paying for something you can't use? The kicker is that when I asked why I couldn't watch my team, MLS customer service said it was for legal reasons.  Right... as in they have legal contract to make more money by selling exclusive broadcast rights to other networks and shutting out those who pay for direct service. Shameful that nothing is straight forward and honest any more.  Update: It went from mediocre to bad.  Now you can't even use the app without creating an account. Deleting this app because  MLS is putting profit over their fans. Thanks MLS, thanks",https://apps.apple.com/us/app/id397303467,1,ios,MLS Official App
appstore_mls_official_app,2025-03-07,"Good Update. I really like the massive update to this app. It feels more informative and I really get to enjoy more of the games now. One thing I would like changed would be the max cap of 10 players to follow. I think this could be a lot higher if not just unlimited. Besides that, really like it and it’s a good companion for game day",https://apps.apple.com/us/app/id397303467,4,ios,MLS Official App
appstore_mls_official_app,2025-03-06,"New update, same broken app. I was prompted to update the app because the fixed my prior issues of the app not being able to load content.   Nothing has changed.  The app locks up and becomes unusable, even with a fresh delete and reinstall.  This app has potential to be great from the advertised images, but I can’t actually use it.  Such a waste of",https://apps.apple.com/us/app/id397303467,1,ios,MLS Official App
appstore_mls_official_app,2025-03-04,Forced to Create an Account. Deleted after they forced the creation of an account to access a content in the app. I’ll just use the website,https://apps.apple.com/us/app/id397303467,1,ios,MLS Official App
appstore_mls_official_app,2025-03-03,Not working. Seems broken,https://apps.apple.com/us/app/id397303467,1,ios,MLS Official App
appstore_mls_official_app,2025-03-02,"At least get the basics right. As an MLS fan, I’m very happy this app exists. Really wanted to like the new interface, but there are basic app functions that either work poorly or don’t work at all. First, the “Feedback” icon under user profile currently does nothing. Like, if you touch the image, it “clicks” from a haptics perspective, but that’s all. No new screen, no drop down menu, not even an “oops” error message. Just straight up nothing. Second, the “follow players” function is organized alphabetically by player FIRST NAME. While on the surface this might not seem problematic, I quickly discovered that it is seriously unhelpful. As a relatively engaged MLS consumer with a team that I watch and support weekly, I can confidently say I don’t know that I could even tell you the first names of the players on my own favorite team beyond maybe the starting eleven. The list also does not take diacritical marks into account, listing the same player twice because of this and listing other players out of alphabetical order entirely since their names start with letters that include diacritical marks. Given the amount of resources—financial and otherwise—being invested into MLS, I am disappointed and, frankly, embarrassed at the MLS app’s current quality. DO BETTER",https://apps.apple.com/us/app/id397303467,2,ios,MLS Official App
appstore_mls_official_app,2025-03-02,Must have account now? Too bad and bye bye. Deleted. Couldn’t even launch to check out without having an account. Why??,https://apps.apple.com/us/app/id397303467,1,ios,MLS Official App
appstore_mls_official_app,2025-03-02,Thank you. Thank you for fixing the freezing bug and adding hide scores!,https://apps.apple.com/us/app/id397303467,5,ios,MLS Official App
appstore_mls_official_app,2025-03-02,Looks good…. But is so buggy it’s unusable. Every time I open it freezes within 5 seconds,https://apps.apple.com/us/app/id397303467,1,ios,MLS Official App
appstore_mls_official_app,2025-03-02,"Account Now Required. I deleted this app because they now require that you have an account. I am tired of having to share personal information just to check scores and schedules. I’ll use the web instead where I can better protect my privacy.

I disagree with the developer response. Having to create an account is an unnecessary data grab and does nothing to enhance security. The app was perfectly secure without having to log in! Also, no thank you to AI garbage. That is even worse than having to create the account. No, I will keep this app off my devices . Good riddance",https://apps.apple.com/us/app/id397303467,1,ios,MLS Official App
appstore_mls_official_app,2025-03-01,Dislike login requirement. I’ve enjoyed using the app in previous seasons but with the new login requirement I will delete it,https://apps.apple.com/us/app/id397303467,1,ios,MLS Official App
appstore_mls_official_app,2025-02-28,"Nice. New app is nice. Creating a login is different, but overall not a big deal. Visually it looks good. Glad to see fans being invested in - great direction. Already interested to see what’s next",https://apps.apple.com/us/app/id397303467,5,ios,MLS Official App
appstore_mls_official_app,2025-02-28,Account Required. No thanks!  Delete!,https://apps.apple.com/us/app/id397303467,1,ios,MLS Official App
appstore_mls_official_app,2025-02-26,You need an account???. I can no longer use the app without creating an account,https://apps.apple.com/us/app/id397303467,1,ios,MLS Official App
appstore_mls_official_app,2025-02-25,"Goofy lineups. I already had an account, so idc much about the account reqs. 

What I hate about the app is that they’re now treating the lineup screen like every other sport when there’s a global standard that it shows the starters regardless of who is in the match - especially after the match is completed. Stop putting subs in the lineup - it looks dumb, and a lot of times formations change as subs come on, so it’s really just inaccurate",https://apps.apple.com/us/app/id397303467,3,ios,MLS Official App
appstore_mls_official_app,2025-02-23,"Very disappointed with the app. Your terms and conditions are so demanding and not good for the public. Long time, soccer fan very disappointed with the app",https://apps.apple.com/us/app/id397303467,1,ios,MLS Official App
appstore_mls_official_app,2025-02-23,"Required to “sign up”. Just updated an app that I’ve had for years.  Now they require a log in. Deleted… looking at USL, NWSL, and USL Super League",https://apps.apple.com/us/app/id397303467,1,ios,MLS Official App
appstore_mls_official_app,2025-02-23,Update is a data grab. Ridiculous that you have to create an account to use. I guess I’ll just use FotMob for match info,https://apps.apple.com/us/app/id397303467,1,ios,MLS Official App
appstore_mls_official_app,2025-02-23,"If i could give it zero I would. In the flashy redesign, they eliminated the ability to watch video in landscape mode.  It’s like they have contempt for their fans. Thank goodness they’re also posted to YouTube so you can watch it like it’s 2025",https://apps.apple.com/us/app/id397303467,1,ios,MLS Official App
appstore_mls_official_app,2025-02-22,Sign In Required. Why do I have to sign into an account to use your app at all? I’ll use a different app to check scores and standings then,https://apps.apple.com/us/app/id397303467,1,ios,MLS Official App
appstore_mls_official_app,2025-02-22,Requires Account?! 👎. I had deleted the Sporting KC app because it was garbage and crashed. And now MLS requires and account and login? No thanks. Deleting immediately,https://apps.apple.com/us/app/id397303467,1,ios,MLS Official App
appstore_mls_official_app,2025-02-22,Login required?. No thanks!,https://apps.apple.com/us/app/id397303467,1,ios,MLS Official App
appstore_mls_official_app,2025-02-22,Hide score option gone. The recent update has removed or hidden within the new UX. Please bring this feature back. Forcing everyone to see the scores ruins the experience for anyone who didn’t have the ability to watch the match live,https://apps.apple.com/us/app/id397303467,1,ios,MLS Official App
